6.900000000000000000e+01,4.450000000000000000e+02,6.498673740053049208e-01
7.000000000000000000e+01,4.450000000000000000e+02,6.180371352785145600e-01
7.100000000000000000e+01,4.450000000000000000e+02,5.782493368700265535e-01
7.200000000000000000e+01,4.450000000000000000e+02,5.331564986737400424e-01
7.300000000000000000e+01,4.450000000000000000e+02,4.801061007957559967e-01
7.400000000000000000e+01,4.450000000000000000e+02,4.350132625994695412e-01
7.500000000000000000e+01,4.450000000000000000e+02,3.580901856763925029e-01
7.600000000000000000e+01,4.450000000000000000e+02,2.387267904509284000e-01
7.700000000000000000e+01,4.450000000000000000e+02,1.485411140583554335e-01
7.800000000000000000e+01,4.450000000000000000e+02,9.018567639257292490e-02
7.900000000000000000e+01,4.450000000000000000e+02,5.570291777188329102e-02
8.000000000000000000e+01,4.450000000000000000e+02,2.652519893899204367e-02
8.100000000000000000e+01,4.450000000000000000e+02,1.591511936339522551e-02
8.200000000000000000e+01,4.450000000000000000e+02,5.039787798408487673e-02
8.300000000000000000e+01,4.450000000000000000e+02,1.299734748010610008e-01
8.400000000000000000e+01,4.450000000000000000e+02,2.625994694960211984e-01
8.500000000000000000e+01,4.450000000000000000e+02,3.554376657824933616e-01
8.600000000000000000e+01,4.450000000000000000e+02,4.456233421750663282e-01
8.700000000000000000e+01,4.450000000000000000e+02,5.305039787798409012e-01
8.800000000000000000e+01,4.450000000000000000e+02,5.941644562334217339e-01
8.900000000000000000e+01,4.450000000000000000e+02,6.525198938992042841e-01
9.000000000000000000e+01,4.450000000000000000e+02,7.692307692307692735e-01
9.100000000000000000e+01,4.450000000000000000e+02,8.726790450928382237e-01
9.200000000000000000e+01,4.450000000000000000e+02,9.363395225464190563e-01
9.300000000000000000e+01,4.450000000000000000e+02,9.602122015915119935e-01
9.400000000000000000e+01,4.450000000000000000e+02,9.655172413793103869e-01
9.500000000000000000e+01,4.450000000000000000e+02,9.602122015915119935e-01
9.600000000000000000e+01,4.450000000000000000e+02,9.496021220159152065e-01
9.700000000000000000e+01,4.450000000000000000e+02,9.230769230769232392e-01
9.800000000000000000e+01,4.450000000000000000e+02,8.885941644562334041e-01
9.900000000000000000e+01,4.450000000000000000e+02,8.514588859416444278e-01
1.000000000000000000e+02,4.450000000000000000e+02,8.275862068965517127e-01
1.010000000000000000e+02,4.450000000000000000e+02,7.665782493368701322e-01
1.020000000000000000e+02,4.450000000000000000e+02,7.161803713527851167e-01
1.030000000000000000e+02,4.450000000000000000e+02,7.002652519893899363e-01
1.040000000000000000e+02,4.450000000000000000e+02,6.949602122015915429e-01
1.050000000000000000e+02,4.450000000000000000e+02,7.082228116710875820e-01
1.060000000000000000e+02,4.450000000000000000e+02,7.135278514588859755e-01
1.070000000000000000e+02,4.450000000000000000e+02,7.029177718832890776e-01
1.080000000000000000e+02,4.450000000000000000e+02,6.896551724137931494e-01
1.090000000000000000e+02,4.450000000000000000e+02,6.763925729442971102e-01
1.100000000000000000e+02,4.450000000000000000e+02,6.631299734748010710e-01
1.110000000000000000e+02,4.450000000000000000e+02,6.445623342175065273e-01
1.120000000000000000e+02,4.450000000000000000e+02,6.153846153846153078e-01
1.130000000000000000e+02,4.450000000000000000e+02,5.517241379310344751e-01
1.140000000000000000e+02,4.450000000000000000e+02,4.509283819628647216e-01
1.150000000000000000e+02,4.450000000000000000e+02,3.421750663129972669e-01
1.160000000000000000e+02,4.450000000000000000e+02,2.413793103448275967e-01
1.170000000000000000e+02,4.450000000000000000e+02,1.989389920424403102e-01
1.180000000000000000e+02,4.450000000000000000e+02,1.697612732095490629e-01
1.190000000000000000e+02,4.450000000000000000e+02,1.750663129973474841e-01
1.200000000000000000e+02,4.450000000000000000e+02,1.856763925729442710e-01
1.210000000000000000e+02,4.450000000000000000e+02,2.095490716180371249e-01
1.220000000000000000e+02,4.450000000000000000e+02,2.307692307692308098e-01
1.230000000000000000e+02,4.450000000000000000e+02,2.572944297082228049e-01
1.240000000000000000e+02,4.450000000000000000e+02,2.864721485411140800e-01
1.250000000000000000e+02,4.450000000000000000e+02,3.129973474801061029e-01
